DateTime,Date,Product,Category,Qty,MRP,Discount_Pct,Selling_Price,Revenue,Customer,Payment_Method
2025-03-11 12:18,2025-03-11,Socks (3pk),Clothing,1,200,0,200,200,CUST0095,UPI
2025-03-11 20:52,2025-03-11,Earrings,Accessories,2,330,0,330,660,CUST0133,Debit Card
2025-03-11 17:51,2025-03-11,Perfume,Beauty,1,1200,0,1200,1200,CUST0227,UPI
2025-03-11 17:31,2025-03-11,Wallet,Bags,1,750,0,750,750,CUST0193,Cash
2025-03-12 11:32,2025-03-12,Jacket,Clothing,2,2940,0,2940,5880,CUST0084,UPI
2025-03-12 10:43,2025-03-12,Phone Cover,Electronics,1,250,15,212,212,CUST0142,Cash
2025-03-12 12:55,2025-03-12,Power Bank,Electronics,2,1250,5,1187,2374,CUST0163,UPI
2025-03-12 12:32,2025-03-12,Backpack,Bags,1,1110,0,1110,1110,CUST0021,UPI
2025-03-12 15:34,2025-03-12,Shampoo,Beauty,1,310,5,294,294,CUST0091,Credit Card
2025-03-12 19:16,2025-03-12,Wallet,Bags,2,770,5,731,1462,CUST0215,UPI
2025-03-12 10:16,2025-03-12,Pen Set,Stationery,2,140,10,126,252,CUST0136,Credit Card
2025-03-12 19:33,2025-03-12,Handbag,Accessories,1,1490,5,1415,1415,CUST0218,UPI
2025-03-12 11:22,2025-03-12,Phone Cover,Electronics,1,250,0,250,250,CUST0062,Cash
2025-03-12 11:10,2025-03-12,Charger,Electronics,2,780,0,780,1560,CUST0119,Credit Card
2025-03-12 19:06,2025-03-12,Face Cream,Beauty,1,380,10,342,342,CUST0011,Debit Card
2025-03-12 10:58,2025-03-12,Perfume,Beauty,1,1230,5,1168,1168,CUST0261,Credit Card
2025-03-12 18:48,2025-03-12,Jeans,Clothing,1,1340,10,1206,1206,CUST0242,UPI
2025-03-12 19:18,2025-03-12,Notebook Set,Stationery,3,190,5,180,540,CUST0055,UPI
2025-03-12 17:04,2025-03-12,Headphones,Electronics,2,1950,0,1950,3900,CUST0144,Credit Card
2025-03-12 19:05,2025-03-12,Charger,Electronics,2,800,0,800,1600,CUST0175,Debit Card
2025-03-12 16:24,2025-03-12,Notebook Set,Stationery,1,200,0,200,200,CUST0100,UPI
2025-03-12 10:50,2025-03-12,Phone Cover,Electronics,2,240,0,240,480,CUST0145,UPI
2025-03-12 12:04,2025-03-12,Toy Car,Toys,1,450,0,450,450,CUST0252,Credit Card
2025-03-12 12:58,2025-03-12,Sunglasses,Accessories,1,660,0,660,660,CUST0265,UPI
2025-03-12 17:57,2025-03-12,Lipstick,Beauty,1,500,0,500,500,CUST0229,Debit Card
2025-03-12 17:10,2025-03-12,Women's Kurti,Clothing,2,770,10,693,1386,CUST0218,UPI
2025-03-12 21:26,2025-03-12,Dry Fruits Pack,Food & Gifts,1,880,10,792,792,CUST0253,Credit Card
2025-03-12 17:51,2025-03-12,Earrings,Accessories,1,330,5,313,313,CUST0171,UPI
2025-03-12 17:16,2025-03-12,Sunglasses,Accessories,3,650,10,585,1755,CUST0258,UPI
2025-03-12 12:58,2025-03-12,Shampoo,Beauty,1,300,10,270,270,CUST0165,Cash
2025-03-12 19:18,2025-03-12,Sandals,Footwear,1,900,0,900,900,CUST0083,Debit Card
2025-03-12 13:04,2025-03-12,Jacket,Clothing,1,3060,5,2907,2907,CUST0161,UPI
2025-03-12 13:46,2025-03-12,Watch,Accessories,3,3400,15,2890,8670,CUST0110,Credit Card
2025-03-12 20:03,2025-03-12,Handbag,Accessories,1,1540,0,1540,1540,CUST0025,UPI
2025-03-12 15:43,2025-03-12,Kids' Dress,Clothing,1,720,0,720,720,CUST0061,Debit Card
2025-03-13 20:12,2025-03-13,Shampoo,Beauty,1,290,0,290,290,CUST0196,Cash
2025-03-13 11:18,2025-03-13,Notebook Set,Stationery,1,190,0,190,190,CUST0148,UPI
2025-03-13 12:29,2025-03-13,Jeans,Clothing,1,1310,15,1113,1113,CUST0269,Credit Card
2025-03-13 18:58,2025-03-13,Earrings,Accessories,1,350,15,297,297,CUST0244,UPI
2025-03-13 13:44,2025-03-13,Charger,Electronics,2,830,0,830,1660,CUST0193,Credit Card
2025-03-13 12:34,2025-03-13,Watch,Accessories,1,3370,10,3033,3033,CUST0026,UPI
2025-03-13 20:31,2025-03-13,Sports Shoes,Footwear,2,2590,0,2590,5180,CUST0018,Debit Card
2025-03-13 13:32,2025-03-13,Perfume,Beauty,2,1180,0,1180,2360,CUST0123,UPI
2025-03-13 18:31,2025-03-13,Chocolate Box,Food & Gifts,4,600,0,600,2400,CUST0215,UPI
2025-03-13 10:56,2025-03-13,Headphones,Electronics,4,1940,10,1746,6984,CUST0298,UPI
2025-03-13 11:53,2025-03-13,Kids' Dress,Clothing,1,660,0,660,660,CUST0248,Credit Card
2025-03-13 16:59,2025-03-13,Socks (3pk),Clothing,1,190,5,180,180,CUST0109,Credit Card
2025-03-13 17:38,2025-03-13,Shampoo,Beauty,1,290,0,290,290,CUST0030,UPI
2025-03-13 14:02,2025-03-13,Watch,Accessories,4,3430,5,3258,13032,CUST0026,Credit Card
2025-03-13 10:25,2025-03-13,Women's Kurti,Clothing,1,800,0,800,800,CUST0039,Debit Card
2025-03-13 18:41,2025-03-13,Phone Cover,Electronics,2,230,10,207,414,CUST0164,UPI
2025-03-13 11:58,2025-03-13,Women's Kurti,Clothing,1,790,5,750,750,CUST0220,UPI
2025-03-13 17:30,2025-03-13,Sports Shoes,Footwear,1,2510,10,2259,2259,CUST0194,UPI
2025-03-13 13:16,2025-03-13,Earrings,Accessories,1,330,5,313,313,CUST0160,UPI
2025-03-13 12:17,2025-03-13,Wallet,Bags,1,740,0,740,740,CUST0112,UPI
2025-03-13 21:31,2025-03-13,Wallet,Bags,1,710,0,710,710,CUST0283,Cash
2025-03-13 19:06,2025-03-13,Jeans,Clothing,3,1330,5,1263,3789,CUST0159,UPI
2025-03-13 19:41,2025-03-13,Women's Kurti,Clothing,1,830,15,705,705,CUST0145,Cash
2025-03-13 11:24,2025-03-13,Pen Set,Stationery,1,140,5,133,133,CUST0027,UPI
2025-03-13 10:28,2025-03-13,Phone Cover,Electronics,1,240,0,240,240,CUST0201,Debit Card
2025-03-13 10:27,2025-03-13,Sunglasses,Accessories,1,610,15,518,518,CUST0142,Credit Card
2025-03-13 19:36,2025-03-13,Notebook Set,Stationery,2,190,10,171,342,CUST0086,Debit Card
2025-03-13 20:34,2025-03-13,Shampoo,Beauty,1,300,0,300,300,CUST0101,UPI
2025-03-13 14:44,2025-03-13,Men's T-Shirt,Clothing,1,620,0,620,620,CUST0215,UPI
2025-03-13 19:34,2025-03-13,Saree,Clothing,1,1920,0,1920,1920,CUST0240,UPI
2025-03-13 13:52,2025-03-13,Sunglasses,Accessories,1,650,5,617,617,CUST0059,Credit Card
2025-03-13 12:48,2025-03-13,Power Bank,Electronics,1,1300,0,1300,1300,CUST0034,Debit Card
2025-03-13 13:01,2025-03-13,Jeans,Clothing,2,1280,0,1280,2560,CUST0067,Cash
2025-03-13 17:55,2025-03-13,Pen Set,Stationery,1,150,0,150,150,CUST0093,UPI
2025-03-13 12:19,2025-03-13,Sports Shoes,Footwear,1,2470,5,2346,2346,CUST0038,UPI
2025-03-13 11:20,2025-03-13,Notebook Set,Stationery,1,180,0,180,180,CUST0237,Credit Card
2025-03-13 13:21,2025-03-13,Face Cream,Beauty,1,410,15,348,348,CUST0130,UPI
2025-03-13 17:56,2025-03-13,Backpack,Bags,1,1150,0,1150,1150,CUST0170,Credit Card
2025-03-13 17:27,2025-03-13,Wallet,Bags,1,720,0,720,720,CUST0295,Credit Card
2025-03-13 17:43,2025-03-13,Jacket,Clothing,1,2900,0,2900,2900,CUST0143,UPI
2025-03-13 17:50,2025-03-13,Women's Kurti,Clothing,1,790,5,750,750,CUST0195,Credit Card
2025-03-13 20:27,2025-03-13,Charger,Electronics,1,760,5,722,722,CUST0191,Debit Card
2025-03-13 19:52,2025-03-13,Sports Shoes,Footwear,1,2430,10,2187,2187,CUST0156,Cash
2025-03-13 09:39,2025-03-13,Wallet,Bags,1,710,5,674,674,CUST0241,Cash
2025-03-14 11:51,2025-03-14,Sunglasses,Accessories,1,650,5,617,617,CUST0207,UPI
2025-03-14 17:37,2025-03-14,Chocolate Box,Food & Gifts,1,590,0,590,590,CUST0239,Cash
2025-03-14 12:16,2025-03-14,Jeans,Clothing,2,1270,10,1143,2286,CUST0025,Debit Card
2025-03-14 20:24,2025-03-14,Charger,Electronics,2,810,5,769,1538,CUST0145,Debit Card
2025-03-14 17:46,2025-03-14,Saree,Clothing,1,1840,10,1656,1656,CUST0057,UPI
2025-03-14 20:40,2025-03-14,Chocolate Box,Food & Gifts,1,580,5,551,551,CUST0217,Debit Card
2025-03-14 18:12,2025-03-14,Women's Kurti,Clothing,1,780,0,780,780,CUST0292,UPI
2025-03-14 13:58,2025-03-14,Lipstick,Beauty,1,500,5,475,475,CUST0288,UPI
2025-03-14 11:43,2025-03-14,Notebook Set,Stationery,1,200,0,200,200,CUST0293,Credit Card
2025-03-14 10:29,2025-03-14,Notebook Set,Stationery,1,200,15,170,170,CUST0228,UPI
2025-03-14 20:54,2025-03-14,Shampoo,Beauty,1,290,0,290,290,CUST0206,UPI
2025-03-14 11:12,2025-03-14,Toy Car,Toys,1,460,0,460,460,CUST0285,Credit Card
2025-03-14 10:14,2025-03-14,Lipstick,Beauty,1,490,0,490,490,CUST0131,Credit Card
2025-03-14 19:35,2025-03-14,Handbag,Accessories,1,1510,0,1510,1510,CUST0285,Debit Card
2025-03-14 12:40,2025-03-14,Jeans,Clothing,2,1350,10,1215,2430,CUST0270,Credit Card
2025-03-14 13:33,2025-03-14,Sandals,Footwear,1,870,0,870,870,CUST0036,Credit Card
2025-03-14 17:00,2025-03-14,Handbag,Accessories,1,1570,15,1334,1334,CUST0198,UPI
2025-03-14 18:08,2025-03-14,Watch,Accessories,2,3550,0,3550,7100,CUST0078,Debit Card
2025-03-14 11:49,2025-03-14,Handbag,Accessories,1,1420,5,1349,1349,CUST0002,UPI
2025-03-14 11:05,2025-03-14,Wallet,Bags,1,760,0,760,760,CUST0041,UPI
2025-03-14 10:03,2025-03-14,Toy Car,Toys,1,430,0,430,430,CUST0174,Cash
2025-03-14 19:43,2025-03-14,Saree,Clothing,2,1920,0,1920,3840,CUST0207,Cash
2025-03-14 10:33,2025-03-14,Wallet,Bags,2,730,5,693,1386,CUST0125,UPI
2025-03-14 14:24,2025-03-14,Power Bank,Electronics,1,1270,0,1270,1270,CUST0208,Debit Card
2025-03-14 11:56,2025-03-14,Socks (3pk),Clothing,1,190,5,180,180,CUST0215,Credit Card
2025-03-14 20:25,2025-03-14,Charger,Electronics,3,820,5,779,2337,CUST0172,UPI
2025-03-14 13:14,2025-03-14,Jeans,Clothing,3,1300,5,1235,3705,CUST0037,Credit Card
2025-03-14 13:42,2025-03-14,Jeans,Clothing,4,1230,5,1168,4672,CUST0260,Debit Card
2025-03-14 17:53,2025-03-14,Jacket,Clothing,1,2860,0,2860,2860,CUST0298,UPI
2025-03-15 20:49,2025-03-15,Kids' Dress,Clothing,1,670,5,636,636,CUST0231,Credit Card
2025-03-15 20:24,2025-03-15,Sunglasses,Accessories,1,650,15,552,552,CUST0218,Debit Card
2025-03-15 11:40,2025-03-15,Phone Cover,Electronics,2,240,0,240,480,CUST0226,Credit Card
2025-03-15 16:53,2025-03-15,Cap,Accessories,1,280,5,266,266,CUST0022,Debit Card
2025-03-15 18:39,2025-03-15,Phone Cover,Electronics,2,260,0,260,520,CUST0242,UPI
2025-03-15 13:12,2025-03-15,Sandals,Footwear,1,920,10,828,828,CUST0129,UPI
2025-03-15 19:08,2025-03-15,Jeans,Clothing,1,1280,0,1280,1280,CUST0251,Credit Card
2025-03-15 14:26,2025-03-15,Sports Shoes,Footwear,1,2430,0,2430,2430,CUST0254,Debit Card
2025-03-15 16:22,2025-03-15,Saree,Clothing,1,1980,10,1782,1782,CUST0082,UPI
2025-03-15 16:02,2025-03-15,Saree,Clothing,1,1820,5,1729,1729,CUST0150,UPI
2025-03-15 11:13,2025-03-15,Board Game,Toys,1,800,5,760,760,CUST0245,Credit Card
2025-03-15 17:41,2025-03-15,Perfume,Beauty,1,1200,5,1140,1140,CUST0250,Credit Card
2025-03-15 16:49,2025-03-15,Women's Kurti,Clothing,1,770,0,770,770,CUST0177,Credit Card
2025-03-15 17:37,2025-03-15,Board Game,Toys,1,820,0,820,820,CUST0213,UPI
2025-03-15 12:47,2025-03-15,Dry Fruits Pack,Food & Gifts,1,870,5,826,826,CUST0139,Cash
2025-03-15 20:04,2025-03-15,Sandals,Footwear,1,910,0,910,910,CUST0279,Credit Card
2025-03-15 14:01,2025-03-15,Wallet,Bags,1,710,20,568,568,CUST0216,Credit Card
2025-03-15 11:08,2025-03-15,Face Cream,Beauty,1,400,20,320,320,CUST0153,Credit Card
2025-03-15 17:40,2025-03-15,Sports Shoes,Footwear,1,2380,0,2380,2380,CUST0136,UPI
2025-03-15 17:45,2025-03-15,Chocolate Box,Food & Gifts,3,600,0,600,1800,CUST0238,UPI
2025-03-15 20:20,2025-03-15,Chocolate Box,Food & Gifts,1,600,0,600,600,CUST0197,UPI
2025-03-15 11:18,2025-03-15,Chocolate Box,Food & Gifts,1,600,5,570,570,CUST0016,Cash
2025-03-15 17:18,2025-03-15,Phone Cover,Electronics,2,240,5,228,456,CUST0110,UPI
2025-03-15 10:58,2025-03-15,Perfume,Beauty,1,1150,10,1035,1035,CUST0141,UPI
2025-03-15 20:50,2025-03-15,Socks (3pk),Clothing,1,190,5,180,180,CUST0178,UPI
2025-03-15 12:51,2025-03-15,Pen Set,Stationery,1,140,0,140,140,CUST0077,UPI
2025-03-15 20:04,2025-03-15,Handbag,Accessories,1,1560,15,1326,1326,CUST0036,UPI
2025-03-15 15:29,2025-03-15,Shampoo,Beauty,1,310,0,310,310,CUST0038,UPI
2025-03-15 13:06,2025-03-15,Kids' Dress,Clothing,1,720,0,720,720,CUST0021,Credit Card
2025-03-15 13:35,2025-03-15,Men's T-Shirt,Clothing,1,620,0,620,620,CUST0122,UPI
2025-03-15 15:40,2025-03-15,Cap,Accessories,1,290,5,275,275,CUST0020,UPI
2025-03-15 16:23,2025-03-15,Sandals,Footwear,4,910,0,910,3640,CUST0085,Credit Card
2025-03-15 11:28,2025-03-15,Lipstick,Beauty,1,510,0,510,510,CUST0222,UPI
2025-03-15 16:46,2025-03-15,Lipstick,Beauty,1,500,0,500,500,CUST0013,UPI
2025-03-15 11:48,2025-03-15,Shampoo,Beauty,1,290,10,261,261,CUST0198,UPI
2025-03-15 14:07,2025-03-15,Jeans,Clothing,1,1320,0,1320,1320,CUST0031,Cash
2025-03-16 20:30,2025-03-16,Kids' Dress,Clothing,1,670,15,569,569,CUST0237,Credit Card
2025-03-16 14:44,2025-03-16,Sandals,Footwear,1,900,0,900,900,CUST0184,Credit Card
2025-03-16 11:31,2025-03-16,Phone Cover,Electronics,1,230,0,230,230,CUST0021,Credit Card
2025-03-16 16:44,2025-03-16,Shampoo,Beauty,1,300,0,300,300,CUST0084,UPI
2025-03-16 11:28,2025-03-16,Backpack,Bags,3,1100,5,1045,3135,CUST0060,Cash
2025-03-16 19:51,2025-03-16,Perfume,Beauty,1,1200,15,1020,1020,CUST0244,UPI
2025-03-16 14:36,2025-03-16,Dry Fruits Pack,Food & Gifts,2,880,0,880,1760,CUST0225,Credit Card
2025-03-16 19:56,2025-03-16,Lipstick,Beauty,4,520,15,442,1768,CUST0153,Cash
2025-03-16 11:37,2025-03-16,Sandals,Footwear,2,890,20,712,1424,CUST0007,UPI
2025-03-16 11:36,2025-03-16,Chocolate Box,Food & Gifts,2,620,0,620,1240,CUST0130,UPI
2025-03-16 12:53,2025-03-16,Pen Set,Stationery,1,140,0,140,140,CUST0202,Credit Card
2025-03-16 16:37,2025-03-16,Perfume,Beauty,1,1200,0,1200,1200,CUST0275,UPI
2025-03-16 10:35,2025-03-16,Jeans,Clothing,2,1280,0,1280,2560,CUST0170,UPI
2025-03-16 12:57,2025-03-16,Pen Set,Stationery,1,140,10,126,126,CUST0085,UPI
2025-03-16 11:38,2025-03-16,Jeans,Clothing,1,1280,10,1152,1152,CUST0249,Cash
2025-03-16 15:53,2025-03-16,Watch,Accessories,1,3420,0,3420,3420,CUST0207,UPI
2025-03-16 14:35,2025-03-16,Perfume,Beauty,2,1240,5,1178,2356,CUST0288,Debit Card
2025-03-16 16:17,2025-03-16,Phone Cover,Electronics,3,240,0,240,720,CUST0262,UPI
2025-03-16 10:04,2025-03-16,Charger,Electronics,1,820,0,820,820,CUST0161,UPI
2025-03-16 12:09,2025-03-16,Cap,Accessories,2,290,20,232,464,CUST0033,Cash
2025-03-16 18:47,2025-03-16,Men's T-Shirt,Clothing,1,600,5,570,570,CUST0244,Credit Card
2025-03-16 14:04,2025-03-16,Men's T-Shirt,Clothing,1,620,0,620,620,CUST0154,UPI
2025-03-16 19:34,2025-03-16,Jeans,Clothing,1,1340,10,1206,1206,CUST0252,Credit Card
2025-03-16 12:45,2025-03-16,Socks (3pk),Clothing,1,180,0,180,180,CUST0013,UPI
2025-03-16 11:18,2025-03-16,Sandals,Footwear,1,880,0,880,880,CUST0171,UPI
2025-03-16 15:21,2025-03-16,Cap,Accessories,1,290,0,290,290,CUST0032,Debit Card
2025-03-16 12:34,2025-03-16,Earrings,Accessories,1,350,5,332,332,CUST0174,UPI
2025-03-16 14:46,2025-03-16,Charger,Electronics,1,760,0,760,760,CUST0156,UPI
2025-03-16 11:59,2025-03-16,Notebook Set,Stationery,1,200,5,190,190,CUST0157,Credit Card
2025-03-16 17:48,2025-03-16,Handbag,Accessories,1,1570,0,1570,1570,CUST0121,Cash
2025-03-16 15:39,2025-03-16,Perfume,Beauty,1,1160,10,1044,1044,CUST0242,Cash
2025-03-16 19:40,2025-03-16,Board Game,Toys,1,780,0,780,780,CUST0133,Credit Card
2025-03-16 19:21,2025-03-16,Notebook Set,Stationery,1,190,0,190,190,CUST0225,UPI
2025-03-16 16:42,2025-03-16,Toy Car,Toys,3,440,0,440,1320,CUST0155,Credit Card
2025-03-16 15:13,2025-03-16,Lipstick,Beauty,2,480,5,456,912,CUST0286,UPI
2025-03-16 13:36,2025-03-16,Cap,Accessories,1,280,0,280,280,CUST0072,UPI
2025-03-16 21:04,2025-03-16,Shampoo,Beauty,1,300,15,255,255,CUST0010,Debit Card
2025-03-16 17:45,2025-03-16,Board Game,Toys,1,790,10,711,711,CUST0237,UPI
2025-03-16 18:46,2025-03-16,Power Bank,Electronics,1,1280,20,1024,1024,CUST0067,Credit Card
2025-03-16 19:29,2025-03-16,Jacket,Clothing,2,3110,0,3110,6220,CUST0222,UPI
2025-03-16 20:42,2025-03-16,Board Game,Toys,1,820,0,820,820,CUST0117,Debit Card
2025-03-16 19:37,2025-03-16,Socks (3pk),Clothing,1,190,20,152,152,CUST0204,UPI
2025-03-16 19:27,2025-03-16,Notebook Set,Stationery,2,200,0,200,400,CUST0167,Debit Card
2025-03-16 11:58,2025-03-16,Socks (3pk),Clothing,1,200,0,200,200,CUST0144,Debit Card
2025-03-16 18:37,2025-03-16,Perfume,Beauty,1,1200,20,960,960,CUST0276,Cash
2025-03-17 10:32,2025-03-17,Wallet,Bags,1,760,0,760,760,CUST0219,UPI
2025-03-17 19:53,2025-03-17,Kids' Dress,Clothing,1,690,0,690,690,CUST0191,UPI
2025-03-17 13:20,2025-03-17,Kids' Dress,Clothing,1,700,15,595,595,CUST0194,Credit Card
2025-03-17 12:01,2025-03-17,Earrings,Accessories,1,330,5,313,313,CUST0161,Credit Card
2025-03-17 13:13,2025-03-17,Handbag,Accessories,1,1550,10,1395,1395,CUST0196,Credit Card
2025-03-17 18:48,2025-03-17,Toy Car,Toys,1,430,0,430,430,CUST0273,Cash
2025-03-17 12:41,2025-03-17,Toy Car,Toys,1,450,15,382,382,CUST0093,UPI
2025-03-17 20:40,2025-03-17,Sandals,Footwear,1,860,0,860,860,CUST0157,Credit Card
2025-03-17 17:37,2025-03-17,Charger,Electronics,1,780,0,780,780,CUST0142,Debit Card
2025-03-17 11:17,2025-03-17,Women's Kurti,Clothing,1,810,0,810,810,CUST0117,UPI
2025-03-17 20:14,2025-03-17,Phone Cover,Electronics,1,240,0,240,240,CUST0046,UPI
2025-03-17 11:35,2025-03-17,Socks (3pk),Clothing,2,190,0,190,380,CUST0283,UPI
2025-03-17 15:53,2025-03-17,Charger,Electronics,1,820,5,779,779,CUST0246,Debit Card
2025-03-17 17:15,2025-03-17,Wallet,Bags,1,770,0,770,770,CUST0115,Debit Card
2025-03-17 11:12,2025-03-17,Shampoo,Beauty,2,280,0,280,560,CUST0183,UPI
2025-03-17 10:34,2025-03-17,Notebook Set,Stationery,1,190,0,190,190,CUST0102,Credit Card
2025-03-17 18:43,2025-03-17,Pen Set,Stationery,2,140,5,133,266,CUST0170,UPI
2025-03-17 20:10,2025-03-17,Kids' Dress,Clothing,2,720,0,720,1440,CUST0182,Credit Card
2025-03-17 18:46,2025-03-17,Perfume,Beauty,1,1160,10,1044,1044,CUST0226,UPI
2025-03-17 12:10,2025-03-17,Wallet,Bags,1,710,5,674,674,CUST0129,UPI
2025-03-17 19:57,2025-03-17,Sunglasses,Accessories,1,630,10,567,567,CUST0057,UPI
2025-03-17 18:04,2025-03-17,Socks (3pk),Clothing,1,190,0,190,190,CUST0162,Cash
2025-03-17 17:10,2025-03-17,Perfume,Beauty,1,1210,10,1089,1089,CUST0178,Cash
2025-03-17 15:52,2025-03-17,Women's Kurti,Clothing,2,790,10,711,1422,CUST0193,Credit Card
2025-03-17 19:24,2025-03-17,Chocolate Box,Food & Gifts,1,610,10,549,549,CUST0181,UPI
2025-03-18 13:46,2025-03-18,Backpack,Bags,1,1060,15,901,901,CUST0195,Cash
2025-03-18 10:43,2025-03-18,Sandals,Footwear,2,910,0,910,1820,CUST0199,Credit Card
2025-03-18 20:32,2025-03-18,Power Bank,Electronics,1,1320,0,1320,1320,CUST0237,Credit Card
2025-03-18 18:17,2025-03-18,Jeans,Clothing,1,1300,10,1170,1170,CUST0292,Debit Card
2025-03-18 20:53,2025-03-18,Dry Fruits Pack,Food & Gifts,1,870,0,870,870,CUST0133,Debit Card
2025-03-18 12:59,2025-03-18,Women's Kurti,Clothing,1,760,5,722,722,CUST0123,UPI
2025-03-18 15:54,2025-03-18,Saree,Clothing,1,1840,10,1656,1656,CUST0173,UPI
2025-03-18 12:53,2025-03-18,Men's T-Shirt,Clothing,1,620,10,558,558,CUST0026,UPI
2025-03-18 13:09,2025-03-18,Face Cream,Beauty,3,410,0,410,1230,CUST0275,Debit Card
2025-03-18 18:15,2025-03-18,Sandals,Footwear,1,930,20,744,744,CUST0139,UPI
2025-03-18 12:41,2025-03-18,Jeans,Clothing,1,1280,10,1152,1152,CUST0188,Credit Card
2025-03-18 17:58,2025-03-18,Chocolate Box,Food & Gifts,2,600,0,600,1200,CUST0073,UPI
2025-03-18 10:20,2025-03-18,Sandals,Footwear,1,900,0,900,900,CUST0137,UPI
2025-03-18 18:40,2025-03-18,Handbag,Accessories,1,1460,0,1460,1460,CUST0066,Debit Card
2025-03-18 20:20,2025-03-18,Phone Cover,Electronics,2,250,0,250,500,CUST0205,Cash
2025-03-18 11:29,2025-03-18,Wallet,Bags,2,740,0,740,1480,CUST0286,Credit Card
2025-03-18 18:01,2025-03-18,Men's T-Shirt,Clothing,1,600,5,570,570,CUST0128,UPI
2025-03-18 21:15,2025-03-18,Pen Set,Stationery,1,150,10,135,135,CUST0104,Credit Card
2025-03-18 19:11,2025-03-18,Perfume,Beauty,2,1200,10,1080,2160,CUST0033,Debit Card
2025-03-18 20:15,2025-03-18,Sunglasses,Accessories,1,670,0,670,670,CUST0089,Cash
2025-03-18 18:11,2025-03-18,Phone Cover,Electronics,3,240,0,240,720,CUST0041,Cash
2025-03-18 20:19,2025-03-18,Headphones,Electronics,1,2000,0,2000,2000,CUST0071,Debit Card
2025-03-18 10:11,2025-03-18,Backpack,Bags,1,1070,0,1070,1070,CUST0068,Cash
2025-03-18 11:56,2025-03-18,Pen Set,Stationery,3,150,10,135,405,CUST0197,UPI
2025-03-18 18:30,2025-03-18,Power Bank,Electronics,1,1320,5,1254,1254,CUST0126,Debit Card
2025-03-18 10:51,2025-03-18,Power Bank,Electronics,1,1330,0,1330,1330,CUST0221,Credit Card
2025-03-18 12:19,2025-03-18,Lipstick,Beauty,1,480,0,480,480,CUST0004,UPI
2025-03-19 17:05,2025-03-19,Kids' Dress,Clothing,2,720,0,720,1440,CUST0142,Credit Card
2025-03-19 13:34,2025-03-19,Notebook Set,Stationery,1,190,15,161,161,CUST0159,Debit Card
2025-03-19 10:12,2025-03-19,Jacket,Clothing,1,2980,5,2831,2831,CUST0020,UPI
2025-03-19 11:42,2025-03-19,Dry Fruits Pack,Food & Gifts,3,930,0,930,2790,CUST0047,UPI
2025-03-19 11:32,2025-03-19,Jeans,Clothing,2,1260,0,1260,2520,CUST0105,Credit Card
2025-03-19 10:16,2025-03-19,Handbag,Accessories,2,1430,5,1358,2716,CUST0032,Cash
2025-03-19 20:03,2025-03-19,Notebook Set,Stationery,4,190,0,190,760,CUST0130,Credit Card
2025-03-19 17:46,2025-03-19,Toy Car,Toys,1,470,5,446,446,CUST0187,Cash
2025-03-19 17:38,2025-03-19,Face Cream,Beauty,1,380,10,342,342,CUST0234,Cash
2025-03-19 11:21,2025-03-19,Dry Fruits Pack,Food & Gifts,1,920,5,874,874,CUST0298,UPI
2025-03-19 19:54,2025-03-19,Notebook Set,Stationery,1,190,0,190,190,CUST0016,Debit Card
2025-03-19 11:56,2025-03-19,Watch,Accessories,1,3530,5,3353,3353,CUST0111,Credit Card
2025-03-19 10:51,2025-03-19,Board Game,Toys,3,810,0,810,2430,CUST0239,UPI
2025-03-19 11:41,2025-03-19,Wallet,Bags,1,740,10,666,666,CUST0161,UPI
2025-03-19 14:03,2025-03-19,Socks (3pk),Clothing,2,190,20,152,304,CUST0207,Cash
2025-03-19 10:40,2025-03-19,Saree,Clothing,1,1920,15,1632,1632,CUST0066,Debit Card
2025-03-19 10:32,2025-03-19,Power Bank,Electronics,3,1320,0,1320,3960,CUST0253,Credit Card
2025-03-19 20:09,2025-03-19,Jeans,Clothing,1,1330,0,1330,1330,CUST0249,Debit Card
2025-03-19 18:30,2025-03-19,Pen Set,Stationery,3,140,15,119,357,CUST0287,Cash
2025-03-19 12:29,2025-03-19,Sandals,Footwear,2,930,0,930,1860,CUST0234,Debit Card
2025-03-19 10:05,2025-03-19,Earrings,Accessories,1,340,5,323,323,CUST0121,Cash
2025-03-19 16:53,2025-03-19,Toy Car,Toys,2,460,15,391,782,CUST0244,Credit Card
2025-03-19 15:27,2025-03-19,Board Game,Toys,1,780,0,780,780,CUST0145,Debit Card
2025-03-19 15:35,2025-03-19,Women's Kurti,Clothing,1,810,5,769,769,CUST0180,Credit Card
2025-03-19 20:39,2025-03-19,Jeans,Clothing,3,1290,10,1161,3483,CUST0297,Debit Card
2025-03-19 19:53,2025-03-19,Phone Cover,Electronics,1,250,0,250,250,CUST0299,UPI
2025-03-19 20:47,2025-03-19,Backpack,Bags,1,1090,5,1035,1035,CUST0034,Cash
2025-03-19 13:35,2025-03-19,Handbag,Accessories,1,1460,0,1460,1460,CUST0006,UPI
2025-03-19 11:11,2025-03-19,Phone Cover,Electronics,1,250,5,237,237,CUST0198,Cash
2025-03-19 13:49,2025-03-19,Men's T-Shirt,Clothing,1,590,0,590,590,CUST0054,Credit Card
2025-03-19 13:33,2025-03-19,Men's T-Shirt,Clothing,1,610,20,488,488,CUST0071,UPI
2025-03-19 12:39,2025-03-19,Phone Cover,Electronics,1,250,0,250,250,CUST0040,UPI
